,Human Longitude,Human Latitude,Human Acres Burned
16933,-123.14286,42.43928,0.01
5820,-123.14278,43.20694,1.0
12622,-123.14278,45.62742,0.01
6717,-123.1425,43.85111,0.01
11561,-123.14194,43.9775,0.01
16527,-123.14191,42.40023,0.01
1903,-123.14159,46.10494,0.25
1221,-123.14157,43.29912,0.01
16529,-123.14141,42.54732,0.5
13657,-123.14129,42.28196,0.66
5779,-123.14111,42.85417,0.5
15830,-123.14092,42.38453,0.01
16974,-123.14083,43.95583,0.01
2142,-123.14066,43.42317,0.01
11018,-123.14056,42.25972,1.0
2114,-123.14055,43.97681,0.1
13653,-123.14055,42.58217,0.2
3291,-123.14051,43.89321,0.1
492,-123.14031,43.06288,2.12
8728,-123.14028,42.27222,0.01
9839,-123.14028,43.75361,0.5
9922,-123.14,42.40861,0.5
13907,-123.13967,42.28458,0.01
923,-123.13925,42.28275,0.1
14740,-123.13924,42.28588,0.1
9381,-123.13917,42.57278,0.01
2783,-123.13879,42.38065,5.0
10618,-123.13861,42.38278,0.01
94,-123.13858,42.39515,0.25
12989,-123.13833,45.70258,0.06
6307,-123.13833,42.27306,0.01
4869,-123.13833,42.5385,0.1
4937,-123.13817,43.89417,0.01
6182,-123.13806,43.89306,0.01
11002,-123.13806,42.39917,1.26
1267,-123.13802,45.43181,0.01
1807,-123.13748,45.62728,0.01
11062,-123.13728,46.09472,0.02
8010,-123.13667,45.40806,0.01
6468,-123.13667,43.79,0.01
420,-123.13594,43.81733,0.01
264,-123.13594,43.81733,0.1
2722,-123.13593,43.78852,0.01
9946,-123.13583,45.09472,0.01
7182,-123.13583,43.78861,0.01
13761,-123.13556,43.9275,0.25
12880,-123.13556,43.16278,0.5
15367,-123.13533,43.92681,0.25
9372,-123.13528,45.41611,0.1
569,-123.13521,43.05938,0.1
9149,-123.135,43.79028,0.01
6282,-123.135,43.79056,0.01
13992,-123.135,43.78306,0.01
12492,-123.13473,42.24093,0.1
14388,-123.13469,43.75279,0.01
6002,-123.13453,45.41514,0.01
6062,-123.13444,43.7875,0.01
1636,-123.13431,42.24227,2.0
1900,-123.13426,42.37372,0.5
907,-123.13375,42.37714,0.01
2667,-123.13363,42.40629,0.01
13053,-123.13333,43.85,0.01
5330,-123.13317,44.0005,0.05
3772,-123.13314,42.95275,4705.0
10291,-123.13306,42.44167,0.01
6653,-123.1325,42.17861,0.0
6057,-123.13222,42.30028,0.1
10516,-123.13167,42.24361,0.01
10818,-123.13167,42.45917,0.1
4951,-123.13167,42.24833,0.01
11239,-123.13139,43.03417,0.01
2058,-123.13131,45.9511,0.01
11995,-123.13118,42.30513,0.56
1192,-123.13109,43.79225,0.5
605,-123.13109,43.79225,0.06
2612,-123.13093,42.98612,0.25
13379,-123.13067,45.90069,2.6
11206,-123.13056,42.40944,0.48
14747,-123.13052,42.6415,2.97
14282,-123.13029,42.41587,0.01
16293,-123.1302,43.30662,0.1
13218,-123.13015,42.4124,0.25
4383,-123.13,42.54933,0.01
12541,-123.13,43.82944,0.01
6265,-123.12972,43.66389,0.01
1060,-123.12905,42.41686,17.0
1061,-123.12905,42.41686,45.0
3137,-123.12897,42.44241,0.01
14640,-123.12894,42.64485,0.25
6822,-123.12889,42.54778,0.25
16286,-123.12867,43.61367,0.01
6237,-123.12861,46.13528,0.01
9349,-123.12861,45.69694,0.01
16865,-123.12758,46.10514,0.1
11814,-123.1275,43.74953,0.1
16989,-123.12733,44.00667,0.31
8830,-123.12694,42.615,0.5
8357,-123.12667,45.90694,0.01
8374,-123.12667,45.90694,0.01
3696,-123.12637,45.69579,0.0
15498,-123.12635,42.41267,0.01
4758,-123.126,42.37083,1.0
8279,-123.12583,45.67278,0.2
15867,-123.12552,42.4185,0.01
15052,-123.12511,45.40683,0.1
10478,-123.12472,42.41639,0.01
8129,-123.12472,45.40111,0.25
5055,-123.12467,43.79233,0.5
8130,-123.12444,46.10444,0.01
11823,-123.12431,42.55072,0.01
3614,-123.12426,42.45311,0.1
9012,-123.12417,42.41722,0.01
10817,-123.12417,42.64944,0.01
750,-123.12365,42.83248,0.2
4042,-123.12333,42.12066,0.1
16483,-123.12306,42.80944,5.0
12944,-123.12306,43.82056,0.01
14693,-123.12252,42.62759,10.0
10320,-123.1225,42.3575,2.25
12395,-123.1225,43.40583,0.25
16808,-123.12242,42.4193,0.11
16809,-123.12233,42.41933,0.03
12515,-123.1222,42.42061,0.01
5293,-123.12183,42.40983,0.1
184,-123.12183,45.67057,0.2
2676,-123.12146,46.08671,0.25
14892,-123.12138,42.36975,0.01
10988,-123.12111,42.23528,0.3
10998,-123.12111,42.24333,0.01
5616,-123.1211,43.65667,0.1
2985,-123.12096,43.78841,0.1
7767,-123.12083,42.82861,0.25
7555,-123.12056,43.75167,0.25
5358,-123.1205,42.32317,0.1
15405,-123.12028,43.31333,495.0
11557,-123.12028,42.81139,0.1
16228,-123.12025,42.55432,0.01
16949,-123.11987,42.41945,0.1
1314,-123.11973,42.05574,0.25
3844,-123.11941,42.24233,0.1
3830,-123.11932,42.35545,0.1
13576,-123.11917,43.30306,0.01
10120,-123.11917,42.85778,0.1
16798,-123.11907,42.42139,0.01
3640,-123.11896,42.38057,0.1
6927,-123.11889,45.79056,0.02
15612,-123.11886,42.46258,8.2
9867,-123.11861,43.63278,0.01
3294,-123.11849,42.97244,0.12
17181,-123.1175,43.946,1.5
13386,-123.11723,43.74542,0.1
13144,-123.11711,43.17833,14.1
12030,-123.11708,46.08694,0.45
9294,-123.11694,43.77389,0.01
1070,-123.11672,46.16276,0.01
5025,-123.11667,42.36667,0.01
3337,-123.11651,43.04061,0.01
16233,-123.11639,46.10444,0.02
2920,-123.11587,43.27362,0.5
4572,-123.11583,42.2405,0.1
11075,-123.11583,42.23722,0.25
6384,-123.11583,43.80306,0.25
10869,-123.11583,42.45944,0.3
577,-123.11556,43.74852,0.01
16680,-123.11535,42.23761,0.01
11864,-123.1153,43.73433,0.1
2534,-123.11489,42.30056,2.0
1864,-123.11442,42.43171,0.01
3117,-123.11423,42.23521,0.1
621,-123.11393,42.40635,8.5
4276,-123.11283,46.15033,0.01
5185,-123.11283,45.72083,0.15
8242,-123.11194,42.23972,0.01
11467,-123.11167,43.68742,0.01
3272,-123.11091,43.04821,0.2
1324,-123.11078,45.74923,0.8
16522,-123.11031,43.8616,0.25
3428,-123.11009,43.88238,0.01
5948,-123.11,44.0025,0.1
13492,-123.11,43.18278,4.0
10790,-123.11,43.10083,0.01
14479,-123.10961,43.75395,0.01
11313,-123.10944,43.62667,0.25
1944,-123.10928,42.42438,0.1
7146,-123.10917,43.5175,0.01
15648,-123.10917,46.07022,0.5
13213,-123.10917,43.81333,3.5
794,-123.10916,42.24194,1.5
9017,-123.10889,42.06444,1.06
15947,-123.10889,42.78,0.01
2623,-123.10885,42.2347,0.1
15316,-123.10847,46.096,0.01
4434,-123.10833,46.1405,0.01
16530,-123.10833,42.67333,1.0
7437,-123.10833,43.25194,0.25
12472,-123.10808,42.42663,0.01
5198,-123.10783,46.16783,0.01
14128,-123.10778,43.77306,0.1
15658,-123.10764,43.40156,0.1
15252,-123.10755,42.69887,0.25
11825,-123.10742,42.67173,0.1
4631,-123.10717,42.50917,1.2
15056,-123.10717,44.00484,0.01
6578,-123.10694,46.16611,0.01
12225,-123.10683,45.70214,0.5
2775,-123.1067,46.07494,0.01
9510,-123.10667,43.815,0.01
13345,-123.10667,43.96944,0.1
6306,-123.10653,43.73203,0.01
8946,-123.10611,42.23583,1.0
9688,-123.10556,42.42722,0.01
553,-123.10541,43.98003,0.2
10976,-123.105,46.09278,0.07
16796,-123.10497,46.11322,0.1
11517,-123.10486,43.80342,0.25
9265,-123.10472,42.37083,1.5
9269,-123.10472,42.42806,0.01
1108,-123.10471,42.43173,1.25
2953,-123.10446,43.66165,0.01
9845,-123.10417,43.91083,2.0
5584,-123.10417,42.38417,6.5
12120,-123.10333,43.97667,0.1
16895,-123.10306,43.88944,0.19
7023,-123.10278,42.64389,0.25
11505,-123.10225,46.10606,0.01
10058,-123.10222,42.2475,2.17
1666,-123.102,43.13537,0.5
737,-123.102,43.13537,0.1
14701,-123.10183,43.16219,0.01
503,-123.10176,46.16612,0.1
5462,-123.10167,43.98017,0.01
3496,-123.10117,43.28828,0.01
13429,-123.10114,43.29756,0.1
7452,-123.10111,42.08389,11.0
10151,-123.10111,42.29278,0.01
3303,-123.10064,43.80648,0.01
9191,-123.10056,43.43417,0.01
9041,-123.10028,42.09278,0.1
1938,-123.10017,43.90018,0.25
2362,-123.10017,42.54381,0.1
11846,-123.10013,42.06673,0.01
12098,-123.10012,42.06674,0.16
830,-123.09991,42.46051,3.25
16085,-123.09978,46.16667,0.1
3116,-123.09975,42.35541,0.01
12801,-123.09972,42.56194,0.01
14567,-123.0992,42.2402,54.0
90,-123.09911,42.23493,0.5
15636,-123.09896,43.13584,1.0
11569,-123.09889,42.43028,0.1
12543,-123.09725,42.0909,0.25
1164,-123.09654,43.18598,10.0
3091,-123.09616,45.67054,0.01
17092,-123.09596,42.51923,0.01
431,-123.09586,43.83537,0.15
4986,-123.09583,43.8355,0.5
12999,-123.09562,45.69315,0.01
13065,-123.09556,43.79917,0.2
2904,-123.09541,43.99492,1.0
8334,-123.09528,43.66833,0.1
1110,-123.09463,42.42472,20.0
14804,-123.09456,43.62978,0.1
13517,-123.0945,46.15575,0.05
11403,-123.09444,43.17028,1.0
13388,-123.09417,43.76361,0.01
9569,-123.09417,42.33972,0.1
8529,-123.09389,42.33972,0.3
16331,-123.09367,42.94133,0.1
5636,-123.09361,42.23944,1.0
8636,-123.09361,42.51806,0.01
3974,-123.09283,42.33233,0.25
13813,-123.09222,43.80083,0.01
4411,-123.09216,43.1355,0.2
3577,-123.09143,45.64168,0.01
5076,-123.09117,46.15833,0.01
2442,-123.09114,43.43093,0.09
7170,-123.09111,43.635,0.01
827,-123.09034,44.03854,0.01
1695,-123.09028,43.96213,0.75
1989,-123.09017,43.79585,0.1
9838,-123.09,43.28167,0.5
4553,-123.09,42.10333,1.26
72,-123.09,43.89679,0.1
9008,-123.09,42.09889,0.01
3521,-123.08999,42.10024,0.25
656,-123.08989,43.96951,0.5
9000,-123.08972,42.58472,0.5
12606,-123.08972,44.79667,0.01
8724,-123.08972,43.43917,0.01
3323,-123.08899,43.64378,0.5
9933,-123.08861,45.78222,0.95
8664,-123.08833,43.90333,0.01
16201,-123.08825,42.1042,0.01
12000,-123.08782,42.31607,0.01
10520,-123.08778,43.99083,0.64
9560,-123.08778,42.60694,0.1
8022,-123.0875,43.83056,0.01
15626,-123.08749,43.7896,0.01
12353,-123.08748,42.43248,0.1
11246,-123.08722,43.30806,0.01
12456,-123.08717,42.10035,0.1
6089,-123.08667,42.10139,0.01
6329,-123.08639,43.68667,0.01
2053,-123.08621,45.69197,0.02
7923,-123.08611,43.76583,0.01
4137,-123.08566,42.43216,1.0
1671,-123.08564,43.86381,0.15
12542,-123.08556,42.11694,0.01
6390,-123.08556,42.57528,3.0
1515,-123.08553,43.8063,1.5
2832,-123.08549,42.21286,0.01
15166,-123.08543,42.10997,2.2
3377,-123.08522,42.4316,0.25
395,-123.08503,42.23481,0.01
5158,-123.08483,43.8435,0.25
1111,-123.08482,42.43523,0.1
8938,-123.08472,43.74722,0.15
11354,-123.08472,43.29806,0.01
14730,-123.08467,42.86081,2.25
6418,-123.08444,43.42472,0.01
692,-123.08426,43.61853,2.0
8798,-123.08417,45.79139,0.02
8215,-123.08361,42.43528,0.25
5464,-123.0835,42.24217,0.25
7271,-123.08306,43.65389,0.1
6419,-123.08306,43.41389,0.01
12734,-123.08306,44.97694,0.01
14607,-123.08297,43.79789,0.01
10353,-123.08278,43.61306,0.1
16498,-123.0825,42.45938,0.5
9873,-123.08194,42.4325,0.25
6451,-123.08167,43.69028,0.75
15246,-123.08162,42.43437,0.01
5169,-123.0815,43.76167,0.01
3058,-123.08127,45.64553,0.25
9515,-123.08111,43.68083,14.5
1753,-123.08107,46.10094,0.5
5751,-123.08056,43.90778,0.01
5066,-123.0805,43.77783,0.1
1540,-123.08047,42.24216,30.0
16624,-123.08042,42.43558,0.01
2749,-123.08034,42.48592,0.25
6554,-123.08028,42.38528,0.1
1427,-123.08022,43.78861,0.25
1144,-123.08012,42.49987,0.1
1828,-123.08011,43.97657,0.1
13904,-123.08,42.56722,0.25
2905,-123.07992,43.59698,0.01
1582,-123.07965,42.36238,0.01
10614,-123.07944,42.44,0.78
17057,-123.07912,42.43267,0.1
8871,-123.07889,42.86194,11.76
9223,-123.07889,45.9375,1.4
13306,-123.07833,43.75306,0.3
12863,-123.07833,43.77139,0.01
11414,-123.07833,42.435,0.25
9525,-123.07833,42.86778,187.0
16016,-123.07827,42.44915,0.17
5168,-123.07817,43.761,2.0
2988,-123.07808,43.45933,0.01
6962,-123.07806,43.45806,1.26
15370,-123.07803,43.80918,0.12
7427,-123.07778,45.83694,0.55
12145,-123.07778,43.80139,1.68
5559,-123.07767,42.11867,1.0
16689,-123.0775,42.45505,0.1
5867,-123.0775,42.28139,0.5
9137,-123.07722,43.1375,0.1
9765,-123.07667,42.285,0.75
7161,-123.07667,43.91306,0.5
13769,-123.07622,45.75206,0.01
12832,-123.07617,42.43611,0.01
2657,-123.07612,45.64564,0.5
6676,-123.07611,43.68306,0.01
5416,-123.076,42.43683,0.01
1380,-123.07591,46.07168,0.01
3432,-123.07587,46.10105,0.03
15943,-123.07583,43.79472,0.01
7006,-123.07583,42.24111,1.75
2424,-123.07571,42.31516,0.25
478,-123.0756,42.24228,0.01
1728,-123.07555,42.47173,1.5
930,-123.07554,42.12603,0.25
919,-123.07552,43.77781,0.01
995,-123.07551,42.45717,0.25
3668,-123.07548,43.86042,0.1
367,-123.07545,42.43182,0.01
1064,-123.07545,42.43182,0.25
3558,-123.07542,43.76322,0.01
1945,-123.07538,43.79234,0.1
11989,-123.075,43.29472,0.1
3886,-123.07478,43.54191,0.01
14043,-123.07444,45.69797,0.75
11571,-123.07417,42.13778,0.1
11604,-123.07389,42.56417,1.19
13044,-123.07389,42.93639,0.01
13131,-123.07325,43.86938,2.0
4906,-123.07317,42.47017,0.01
14140,-123.07314,43.75436,0.1
8854,-123.07306,43.47028,0.09
10524,-123.07306,42.47722,0.01
12442,-123.07285,42.24753,0.1
7112,-123.07278,42.14361,0.01
6437,-123.07278,45.95056,0.02
5511,-123.07267,42.55667,0.01
13003,-123.07202,45.72857,0.01
7787,-123.07167,43.98139,0.5
1936,-123.07167,46.08221,1.5
10576,-123.07139,43.31111,0.1
12402,-123.07139,42.47806,0.01
6456,-123.07111,43.3075,1.39
1829,-123.07086,42.5544,0.75
7485,-123.07083,43.24417,0.01
11776,-123.07065,42.13397,0.17
3993,-123.0705,45.696,1.0
15186,-123.07025,43.42867,0.3
661,-123.07022,43.7994,0.25
13351,-123.07007,42.43405,0.1
2262,-123.07007,42.28186,0.01
1277,-123.07006,45.72417,0.01
13558,-123.07,43.93667,0.03
17129,-123.07,43.15633,0.01
1440,-123.06984,42.11437,1.4
87,-123.06977,43.96955,0.1
7117,-123.06972,46.0475,7.0
4001,-123.06966,43.3595,0.01
4947,-123.0695,46.09883,0.01
1811,-123.06936,42.8291,0.25
4909,-123.06933,45.67983,0.01
15870,-123.06873,45.80021,6.13
2069,-123.06868,43.64031,0.1
4846,-123.0685,42.47217,0.01
10923,-123.06833,42.23583,0.1
5432,-123.06833,45.67633,0.01
11359,-123.06806,43.80639,0.01
6571,-123.06806,43.71333,0.5
14518,-123.06792,43.00725,0.01
16881,-123.06783,43.712,0.01
6010,-123.06778,42.43083,5.0
13622,-123.0675,43.78556,0.02
14056,-123.06728,46.11233,1.0
5652,-123.06722,42.65361,0.1
10593,-123.06722,43.75917,0.01
4440,-123.06666,42.40266,0.01
8571,-123.06639,43.73361,0.2
17029,-123.06628,42.2207,0.01
5705,-123.06614,43.7512,0.5
765,-123.06614,46.1261,5.0
9188,-123.06611,42.24222,1.3
9096,-123.06611,42.22917,0.1
10275,-123.06583,42.39472,0.01
3154,-123.06562,42.22023,0.1
3753,-123.06544,43.81723,0.1
548,-123.06539,42.30759,1.8
12535,-123.06537,42.22846,0.01
797,-123.06536,42.2929,5.0
6501,-123.06528,42.13278,0.01
10700,-123.06528,42.43778,0.01
1725,-123.06523,42.30398,0.01
4829,-123.065,43.691,0.25
17142,-123.06473,43.59336,2.0
12310,-123.06459,45.83097,0.01
8582,-123.06444,42.1475,2.5
13615,-123.06444,42.96444,0.1
13667,-123.06417,43.98611,0.01
14408,-123.06417,43.91056,0.01
4274,-123.06366,43.74666,0.01
10580,-123.06361,42.53556,0.67
10437,-123.06361,42.1375,0.01
9883,-123.06333,42.22222,0.4
4980,-123.06317,45.93317,0.01
16108,-123.06317,42.52717,0.1
4340,-123.06316,43.80716,0.1
16932,-123.0629,42.42989,0.1
14643,-123.06258,42.49215,0.5
11114,-123.0625,42.43139,0.01
12567,-123.06247,42.44052,0.01
16645,-123.06222,43.04778,0.02
5898,-123.06206,43.71667,0.01
16264,-123.06202,45.71648,0.1
10845,-123.06167,42.43611,0.37
14775,-123.06156,42.36864,0.01
2767,-123.06138,46.10834,0.03
5792,-123.06132,43.73163,0.15
10929,-123.06111,42.24167,0.5
10717,-123.06111,42.43417,0.25
5573,-123.06111,43.04778,1.5
15378,-123.06089,46.09933,1.0
1151,-123.06084,42.15454,0.01
16205,-123.06061,43.74399,0.12
9976,-123.06056,42.4375,0.01
717,-123.06045,46.11536,0.02
17010,-123.06036,42.30864,0.25
6018,-123.06028,46.10889,0.25
4396,-123.06016,42.43633,0.5
3207,-123.06009,46.03894,0.1
2807,-123.06002,43.74848,0.01
11413,-123.06,43.31667,0.15
6293,-123.06,43.89694,0.1
4334,-123.059,42.22883,37.0
12600,-123.05894,46.12728,0.01
1281,-123.05879,42.93005,0.1
12848,-123.05872,42.37,0.1
15820,-123.05861,43.24778,0.56
6710,-123.05861,42.21306,2.3
15164,-123.05833,43.32306,0.01
12850,-123.05813,42.36933,0.1
13111,-123.0579,42.43665,0.01
13814,-123.05737,42.22612,0.01
6072,-123.05722,43.71667,0.01
11765,-123.05708,42.33405,0.01
14813,-123.05695,42.41497,0.5
6532,-123.05694,42.21528,1.5
11971,-123.05694,44.02167,0.04
6331,-123.05672,42.429,0.01
12190,-123.05644,43.72118,0.01
14829,-123.05635,43.86783,1.38
12424,-123.0563,42.2147,0.1
15507,-123.05603,42.44487,0.5
15960,-123.05597,43.73048,0.01
12466,-123.05585,42.2916,0.92
4219,-123.05566,42.50666,18.0
1288,-123.0556,43.82107,0.01
9932,-123.05556,43.32361,0.01
9829,-123.05556,44.01389,0.1
13028,-123.05544,43.71701,1.1
25,-123.05531,45.67403,0.1
9437,-123.05528,42.21722,0.06
13585,-123.05515,43.74013,0.1
12847,-123.05508,42.37228,0.25
8377,-123.055,43.3525,0.25
638,-123.05487,43.74497,0.25
10603,-123.05472,42.23333,0.01
10012,-123.05472,43.32333,0.01
8121,-123.05472,46.09889,0.2
15300,-123.0547,42.23522,0.01
12849,-123.05317,42.37772,0.25
11722,-123.05278,42.38917,0.02
5335,-123.0525,42.15967,0.1
11996,-123.05228,42.2231,4.49
6892,-123.05222,42.25333,0.01
13208,-123.05222,43.32222,0.25
8902,-123.05194,42.15167,0.25
13629,-123.05183,46.13125,0.09
10235,-123.05139,42.25306,0.01
13668,-123.05139,44.01694,0.73
15784,-123.05139,43.90444,0.44
4768,-123.05133,42.16033,0.01
4138,-123.05116,46.0975,0.01
1316,-123.05083,43.85727,0.1
3773,-123.05082,43.83913,0.1
15669,-123.0508,43.83761,0.2
1528,-123.05057,42.16478,0.01
3843,-123.05057,42.21993,0.5
7035,-123.05028,45.95,0.01
11032,-123.05022,45.82294,0.01
5869,-123.05012,43.71667,0.01
5014,-123.05,43.3,0.01
11970,-123.04991,45.82168,1.0
12387,-123.04972,42.92167,0.25
13626,-123.04967,42.5394,0.3
16363,-123.04938,43.27178,55.0
11257,-123.04917,42.92139,26452.21
12367,-123.04889,43.04222,0.2
6348,-123.04856,45.64475,0.67
14404,-123.04833,43.89222,0.79
8980,-123.04833,42.23889,0.01
15253,-123.04817,42.18697,0.5
5960,-123.04806,46.11,0.25
7684,-123.04806,43.83917,0.1
4535,-123.048,42.3195,0.01
4224,-123.04766,45.66166,17.0
9686,-123.0475,42.5375,0.14
14794,-123.04733,42.20625,0.5
6840,-123.04722,42.22,0.01
4324,-123.04683,42.22133,0.01
11310,-123.04667,42.2125,0.22
15145,-123.04667,43.35111,1.0
12176,-123.04653,42.43165,0.1
6876,-123.04639,44.12306,0.33
5910,-123.04639,43.85361,0.01
8206,-123.04639,44.02333,0.01
3549,-123.04618,42.44588,0.61
8730,-123.04611,46.09889,0.01
8862,-123.04611,42.33639,35.0
10269,-123.04611,42.1775,0.25
13142,-123.04603,42.3348,75.0
9906,-123.04583,42.43083,0.01
9153,-123.04583,42.44889,9.0
2821,-123.04572,42.43503,0.01
3359,-123.04572,42.23457,0.1
3146,-123.0457,42.22004,1.5
2609,-123.04561,42.29272,0.01
566,-123.04558,42.19424,0.01
3361,-123.04558,42.35158,0.01
6350,-123.04556,43.78028,0.01
11476,-123.04556,43.14583,0.01
9869,-123.04556,42.43972,0.1
7232,-123.04556,42.23806,0.25
14984,-123.0455,42.42612,0.01
2844,-123.0454,42.17594,8.75
8523,-123.04528,42.22583,0.1
8858,-123.04528,42.34028,0.5
6834,-123.04528,43.54778,0.01
13115,-123.04505,42.20417,0.25
6001,-123.045,42.43778,0.25
14872,-123.045,42.93111,0.01
2679,-123.04493,43.97284,0.25
12217,-123.04492,42.19583,0.01
11543,-123.04489,45.66217,0.02
5363,-123.04483,44.1115,0.1
2960,-123.04482,45.65577,0.01
13936,-123.04482,42.4309,0.25
3475,-123.04474,44.11477,0.25
10692,-123.04472,42.43,0.25
14007,-123.04453,42.2267,0.5
6672,-123.04444,43.23111,164.0
11681,-123.04444,42.21583,0.13
1912,-123.04441,42.81454,0.25
13010,-123.04427,42.44542,0.1
9702,-123.04417,42.43778,0.01
12446,-123.0441,42.20525,0.01
12938,-123.04403,42.44545,0.01
16278,-123.04395,42.44555,0.1
14384,-123.04375,42.17967,0.01
8286,-123.04361,42.43111,0.25
15885,-123.04322,42.43953,0.03
2387,-123.04303,43.34249,0.01
13514,-123.043,42.4258,0.01
13210,-123.04285,42.44867,0.1
13774,-123.04269,46.09414,0.01
9219,-123.0425,44.13167,3.0
14308,-123.04248,42.13635,0.1
15936,-123.04242,42.42905,0.1
2377,-123.04173,43.26252,1.5
9909,-123.04167,42.59583,0.27
8986,-123.04167,42.2,0.25
15288,-123.04167,42.444,0.1
6808,-123.04139,42.46056,1.0
13648,-123.04128,42.42482,0.1
10402,-123.04111,42.43306,0.25
11015,-123.04111,42.4425,0.01
4060,-123.041,42.45983,0.01
3548,-123.04093,42.45355,0.01
3550,-123.04084,42.43514,2.0
4525,-123.04083,42.42616,0.01
10843,-123.04083,42.44028,1.5
13754,-123.0408,42.41805,0.01
3589,-123.04049,42.31865,3.75
14034,-123.04017,42.19805,13.0
13120,-123.04013,42.32545,0.25
14918,-123.04,45.67111,1.0
2964,-123.03983,43.99861,0.0
12429,-123.03975,42.32555,1.0
6997,-123.03944,43.98611,3.0
13056,-123.03933,42.20068,9.5
3316,-123.03926,46.01714,0.02
14173,-123.03917,42.19714,0.1
15956,-123.03883,42.22862,0.01
10903,-123.03861,42.41444,0.01
16667,-123.0385,43.31433,0.01
4571,-123.03783,42.45533,2.0
16829,-123.03769,46.09919,0.02
11827,-123.0375,43.26819,0.1
14866,-123.03742,42.23398,0.5
9072,-123.03722,42.45528,0.01
5829,-123.03722,42.42778,0.01
11349,-123.03694,42.40778,0.01
10349,-123.03694,42.24,0.01
5849,-123.03667,46.11194,0.01
14812,-123.0363,42.24133,0.1
12369,-123.03611,43.24222,0.4
16842,-123.036,44.01417,0.02
2248,-123.03597,42.18341,0.01
7066,-123.03583,42.45972,1.0
13864,-123.03569,45.76269,0.93
4703,-123.03517,43.98033,0.01
5532,-123.03517,42.546,0.1
4445,-123.03516,42.44033,0.25
6319,-123.035,44.02028,0.25
15126,-123.035,42.45556,0.01
16810,-123.03492,46.09656,0.01
14276,-123.03492,42.24217,0.1
13251,-123.03491,44.02234,0.01
2325,-123.03488,46.11496,0.25
2337,-123.03473,43.98395,0.01
16948,-123.03459,44.66386,0.25
3279,-123.03458,44.11157,6.0
9494,-123.03417,42.24333,0.1
17083,-123.034,42.26555,0.01
9355,-123.03389,43.59389,0.01
9068,-123.03361,42.36611,0.25
12179,-123.03347,42.43346,0.01
12052,-123.0334,42.36195,0.01
12434,-123.03332,42.36498,0.01
16607,-123.03323,43.86366,0.01
12694,-123.0325,42.34944,0.25
4390,-123.0325,42.40933,0.25
5596,-123.03222,46.09972,0.25
15477,-123.032,44.033,0.08
14219,-123.03194,42.96861,0.25
12846,-123.03194,44.16444,32.2
14023,-123.03141,44.10973,0.5
15908,-123.03141,42.2652,0.01
10324,-123.03139,43.98389,1.82
8758,-123.03139,42.23667,0.01
13845,-123.03125,43.80783,0.01
10984,-123.03111,42.23472,0.12
10318,-123.03111,44.1075,0.87
3436,-123.03087,42.40578,0.01
9195,-123.03083,42.25944,0.17
13445,-123.03071,43.73252,2.0
8943,-123.03056,42.26583,0.1
11406,-123.03031,43.76853,0.67
9350,-123.03,43.60472,0.01
14583,-123.02992,43.7846,0.4
13752,-123.02976,43.80778,3.0
12560,-123.02972,42.94028,0.01
4302,-123.0295,42.45466,0.01
4078,-123.02933,42.46566,0.25
4169,-123.02866,45.66016,0.37
11264,-123.02861,44.01056,9.6
15027,-123.02847,44.02037,0.01
5040,-123.02817,42.41317,0.01
11430,-123.02806,42.25528,0.01
9848,-123.02806,42.42917,1.5
11985,-123.02806,44.01139,0.01
11804,-123.0278,42.25453,0.01
8481,-123.0275,46.09833,0.02
10749,-123.02694,42.45694,0.01
12135,-123.02694,44.01139,0.01
9263,-123.02667,42.42806,0.25
16576,-123.02667,44.02444,0.1
5220,-123.0265,44.09517,0.01
10255,-123.02639,42.26583,0.01
