,Lightning Longitude,Lightning Latitude,Lightning Acres Burned
4295,-122.345,42.04778,35129.0
1066,-122.34359,42.14711,0.01
2741,-122.34333,45.24667,0.01
2081,-122.34217,45.24283,0.01
1690,-122.342,44.55266,0.01
4104,-122.3375,42.03917,0.5
2028,-122.33733,44.54,0.4
5117,-122.33707,42.16495,0.01
570,-122.33641,42.08476,0.1
3378,-122.33444,42.10389,0.1
3280,-122.33,42.01806,0.25
1025,-122.32682,42.09564,0.01
3113,-122.32528,43.48361,14560.0
4918,-122.32297,42.1218,3.5
4264,-122.32,42.22528,0.01
1148,-122.31947,44.5409,0.0
1487,-122.31695,42.05189,3.0
4256,-122.31694,42.23611,0.5
5110,-122.31662,42.09472,0.01
5575,-122.31607,44.10229,0.1
1222,-122.31454,42.1838,0.1
1494,-122.31188,42.04473,0.1
4466,-122.31139,43.55056,0.25
5890,-122.31039,44.08074,0.1
1621,-122.30866,44.60633,0.01
1493,-122.30659,42.05558,0.1
2596,-122.30611,43.54389,14.7
5314,-122.3035,42.3,2.0
153,-122.30151,44.12164,0.1
2996,-122.29972,42.29444,0.01
3467,-122.29694,42.18083,0.5
154,-122.29664,44.10431,0.01
2746,-122.295,45.20944,1.0
6092,-122.295,42.20853,0.01
3468,-122.29361,42.17861,0.25
3947,-122.29278,42.09167,0.01
5315,-122.29267,42.30784,0.1
1716,-122.28467,44.1195,0.01
978,-122.28227,42.0995,4.1
4640,-122.27944,42.11972,0.1
1008,-122.27831,43.51873,0.3
4934,-122.27389,42.26361,0.2
134,-122.27296,42.01157,115.0
6088,-122.2725,42.19667,0.1
4888,-122.26972,42.19694,0.1
5835,-122.26944,42.10361,0.1
1822,-122.26861,42.10306,0.2
4034,-122.26833,44.96028,0.25
1347,-122.26794,42.06287,0.1
2892,-122.26639,44.14417,0.1
1724,-122.26383,42.10083,0.1
346,-122.2607,42.15068,0.1
4797,-122.25944,45.43111,0.01
4642,-122.25778,42.14889,0.1
3788,-122.25722,42.23667,0.25
1902,-122.255,42.17833,0.1
1350,-122.25351,42.09594,0.2
2962,-122.25278,42.19056,0.01
201,-122.24837,42.11024,0.01
4931,-122.24417,42.245,0.3
3790,-122.24306,42.26778,0.1
3366,-122.2425,42.02944,0.01
4110,-122.24167,42.11639,1.4
4667,-122.23667,44.43889,0.01
2084,-122.236,42.20117,0.4
6084,-122.23306,42.1,0.1
573,-122.22846,42.05179,0.01
1468,-122.2283,42.0556,0.1
2183,-122.22583,42.20722,0.1
4465,-122.22528,42.26417,0.1
3793,-122.225,42.05028,0.58
3787,-122.22444,42.20583,0.1
1630,-122.22183,42.03033,2.0
3789,-122.22028,42.26417,0.1
5144,-122.21883,44.70864,0.25
4646,-122.21833,42.13417,0.1
1727,-122.21717,42.0525,0.1
2083,-122.21617,42.12967,0.3
559,-122.21394,42.09224,0.2
1355,-122.21388,42.03366,0.1
1353,-122.21369,42.01404,0.1
296,-122.21148,42.20495,0.1
319,-122.21148,42.20495,0.1
282,-122.21148,42.20495,0.1
5510,-122.20972,42.02167,0.1
4913,-122.20917,42.07833,0.1
1719,-122.20883,42.02217,0.25
2204,-122.20489,42.19786,0.01
5399,-122.20303,45.36978,0.02
2932,-122.20028,44.17417,0.25
4724,-122.19972,42.07583,0.1
4930,-122.19889,44.17833,0.1
1358,-122.19866,42.01519,0.1
1624,-122.19316,44.3365,8.0
3943,-122.18722,42.02778,0.6
2556,-122.18639,42.14,0.02
6249,-122.18403,44.44722,0.6
4290,-122.18,42.21056,0.1
3747,-122.17722,42.05083,3.19
424,-122.17667,42.4077,3.0
5473,-122.17528,42.0325,1301.0
3581,-122.17361,42.025,0.4
2417,-122.17185,42.13962,7.1
4033,-122.16639,42.21333,0.1
5539,-122.16186,44.69286,0.5
4644,-122.16056,42.11944,0.1
3293,-122.15917,44.47583,3.25
1993,-122.15833,42.135,1.5
4012,-122.15667,42.19639,0.1
1230,-122.15586,42.2444,0.25
3311,-122.15583,44.35,0.1
4632,-122.15194,42.11167,0.1
4015,-122.15167,42.03639,0.1
2517,-122.15139,44.47833,0.14
4725,-122.15028,42.25194,0.35
4291,-122.14417,42.105,0.25
4715,-122.14361,42.24417,0.1
1224,-122.14283,42.20452,0.01
268,-122.14175,42.12474,0.01
3779,-122.13972,42.08972,0.1
1941,-122.13833,42.13833,0.01
1934,-122.13833,42.07667,0.1
4659,-122.1375,42.20389,0.1
5022,-122.13242,44.15359,3587.0
1352,-122.13175,42.22612,0.1
4809,-122.125,42.05861,3.35
337,-122.12237,42.15027,0.01
2095,-122.11855,42.04033,0.25
1826,-122.11833,42.16333,0.1
1219,-122.11714,42.04473,0.1
5597,-122.11639,42.43694,0.1
2316,-122.11361,42.02083,2.1
1217,-122.1124,42.06309,0.01
283,-122.11233,42.01581,0.01
1909,-122.10633,42.08883,0.1
2166,-122.1,42.05194,0.1
2131,-122.09918,42.05613,0.1
426,-122.09743,42.16081,0.1
4569,-122.09333,42.15139,0.1
2091,-122.09095,42.02102,0.2
4356,-122.09056,42.06556,0.75
1823,-122.09,42.14167,0.1
2951,-122.08972,42.43778,0.01
163,-122.08753,42.22969,0.1
5660,-122.0855,44.73289,0.26
4645,-122.08306,42.07611,0.1
4300,-122.08306,42.02222,2.02
1438,-122.08287,42.0702,2.0
2904,-122.07944,42.02139,9.1
3226,-122.07861,42.12417,0.1
4950,-122.07833,42.42083,0.1
2968,-122.07639,42.42583,0.01
2165,-122.06972,42.03972,0.1
3221,-122.06944,42.10528,0.1
1349,-122.06752,42.20083,0.1
4009,-122.06639,42.12222,0.1
4299,-122.06639,42.02694,0.71
3254,-122.06472,42.11361,0.1
1359,-122.0634,42.02997,0.01
2128,-122.06025,42.02244,0.01
195,-122.05873,42.03728,0.25
375,-122.05841,42.14986,0.1
1361,-122.05407,42.05201,0.25
340,-122.05356,42.11742,0.01
4400,-122.05167,42.78528,0.1
1881,-122.05067,42.20733,0.1
6091,-122.05,42.21361,1.5
3772,-122.05,42.04556,0.1
1327,-122.04946,42.37105,0.1
1345,-122.04876,42.0189,0.02
3249,-122.04806,42.12917,0.5
4635,-122.04417,42.19278,0.1
329,-122.04357,42.17151,0.1
3477,-122.04278,42.33083,0.1
3476,-122.04194,42.14583,0.1
4951,-122.04167,42.17528,0.4
5475,-122.04167,42.10111,0.39
5293,-122.03972,42.24083,0.4
2903,-122.03917,42.01333,0.01
657,-122.03428,42.04108,0.6
4105,-122.03306,42.33667,0.1
6243,-122.02972,42.77667,0.1
878,-122.0297,42.37836,0.25
4562,-122.025,42.36556,0.1
3786,-122.02472,42.02,0.1
2521,-122.02306,42.34861,0.1
1876,-122.02283,42.2165,0.15
4796,-122.02278,42.77417,0.1
5658,-122.02006,45.39519,0.1
982,-122.01926,42.01906,0.01
4031,-122.01917,42.79806,0.1
1516,-122.01815,42.7758,0.1
4586,-122.01639,42.33556,0.1
3784,-122.01028,42.03528,0.1
3737,-122.00917,42.35417,0.1
3780,-122.00833,42.065,0.1
5865,-122.00806,42.06278,1.3
4587,-122.00778,42.33639,0.98
3781,-122.005,42.06139,0.1
1212,-122.00462,42.09891,0.01
1339,-122.0046,42.2441,0.1
4795,-122.00389,42.04111,0.1
1517,-122.00352,42.77216,0.01
1515,-122.00352,42.77216,0.02
1860,-122.00333,42.41167,0.01
1864,-122.00317,42.3395,0.01
3205,-122.00278,42.06194,0.1
4948,-122.00167,42.78167,0.1
3603,-122.0,42.16083,0.1
1216,-121.99994,42.10621,0.02
196,-121.99989,42.02642,0.01
5297,-121.99972,42.37056,0.25
1718,-121.99967,42.04533,0.01
197,-121.9996,42.08421,0.01
2127,-121.99787,42.0878,0.1
3734,-121.99778,42.35417,0.1
3251,-121.99667,42.02222,3.6
3474,-121.99528,42.36139,0.25
1338,-121.99497,42.23716,0.5
3785,-121.9925,42.00972,0.3
3248,-121.99111,42.00389,0.3
5573,-121.99056,42.31583,0.1
1865,-121.99,42.784,0.01
1220,-121.98978,42.37911,0.1
1701,-121.987,42.32183,0.1
4279,-121.98639,42.29667,0.25
1717,-121.9845,42.0125,0.1
3475,-121.98111,42.35167,0.1
5174,-121.98056,42.22306,0.1
4838,-121.98056,42.72083,0.1
1320,-121.98023,42.01176,0.1
4111,-121.97972,42.02556,2.1
979,-121.97897,42.73182,0.1
983,-121.97866,42.73549,0.01
4585,-121.97778,42.34167,0.1
4010,-121.97722,42.27194,0.1
1360,-121.97513,42.3793,0.1
3837,-121.9725,44.71889,0.01
198,-121.97051,42.12438,0.1
275,-121.96987,42.36081,0.2
3859,-121.96889,44.71111,0.01
2889,-121.96667,42.33944,0.01
3979,-121.96639,42.71306,0.1
4278,-121.96639,42.30444,0.1
3456,-121.96611,42.09833,0.01
193,-121.96541,42.08801,0.01
85,-121.96092,42.03348,0.2
3868,-121.96083,44.69667,0.01
1841,-121.95833,43.55217,0.02
3749,-121.95778,42.31139,15.1
2167,-121.95728,42.10197,0.1
1210,-121.95122,42.18267,0.01
4974,-121.95111,42.36889,0.1
1346,-121.95013,42.37899,0.01
1014,-121.94977,42.32117,3.0
2890,-121.94861,42.78972,0.1
2088,-121.94717,43.48533,0.02
34,-121.94612,42.24045,0.1
1321,-121.94587,42.22256,0.1
3430,-121.94278,44.68389,0.4
2999,-121.94167,42.34917,0.1
1858,-121.94117,42.3055,0.1
1531,-121.94068,43.08968,0.01
1234,-121.93816,42.29876,0.2
1233,-121.93799,42.29152,0.25
2082,-121.93667,42.37567,0.01
33,-121.93632,42.2591,0.25
404,-121.93149,42.22605,0.5
5854,-121.92837,43.46833,0.1
3480,-121.92833,43.46472,0.1
1525,-121.92653,42.17923,0.1
369,-121.92556,42.36449,0.2
5523,-121.92361,42.04583,0.25
4949,-121.92139,42.355,0.1
4000,-121.91944,43.14361,0.1
1329,-121.91642,42.22959,0.25
1530,-121.91609,43.12234,0.1
3250,-121.91444,42.56056,0.1
1441,-121.91359,42.60061,0.01
1038,-121.91201,42.15359,0.01
1227,-121.91009,42.73536,0.1
1710,-121.90983,42.07617,0.1
4634,-121.90972,42.28861,0.1
959,-121.90895,42.56061,0.01
5154,-121.90694,43.10417,0.25
3192,-121.90694,42.17528,0.1
1322,-121.90677,42.24047,0.2
3118,-121.90306,42.59694,0.1
2103,-121.90283,42.22797,0.01
1546,-121.901,43.15484,0.1
5529,-121.90083,42.72139,0.1
2834,-121.89944,42.60917,0.2
1712,-121.89583,42.01067,0.25
3566,-121.89222,42.175,0.1
1528,-121.89128,43.16221,0.1
1529,-121.89116,43.10786,0.01
4957,-121.88639,42.56056,0.1
6093,-121.88556,43.07639,0.16
1364,-121.88437,42.62271,0.25
4560,-121.88306,42.49556,0.1
415,-121.87741,42.06252,0.5
2680,-121.87722,42.29667,0.1
4810,-121.87361,42.60083,0.1
4124,-121.87111,42.90111,0.1
1818,-121.86967,42.50017,0.01
4008,-121.86639,42.59556,0.1
4600,-121.86639,42.6425,1.0
1226,-121.85605,42.80079,0.1
2377,-121.85553,42.16808,0.1
3191,-121.855,42.24111,0.1
1228,-121.85176,43.11877,0.1
799,-121.84538,42.89513,0.2
798,-121.84081,42.88798,0.2
1330,-121.83952,42.42283,0.01
5530,-121.83889,42.21917,0.3
3577,-121.83833,42.22667,2.4
1225,-121.83651,42.73884,0.2
1229,-121.83611,42.88778,0.1
3117,-121.83333,42.54194,116.0
3255,-121.83306,42.23833,0.1
2621,-121.83139,43.35083,0.0
276,-121.83098,42.41284,0.1
114,-121.83063,42.53188,0.01
1203,-121.8252,44.4461,90376.0
1813,-121.81817,42.33533,0.1
4367,-121.81639,42.79694,0.1
5853,-121.81639,43.13417,0.1
1903,-121.81383,44.3075,5237.0
4981,-121.81361,43.10111,7.1
1496,-121.81233,42.99242,0.1
3195,-121.81028,43.48139,0.1
3583,-121.80861,43.01667,0.1
3121,-121.805,43.02361,0.1
1671,-121.80366,43.45533,0.0
1821,-121.79633,42.32417,0.01
1518,-121.79119,43.43078,0.01
4122,-121.79028,42.99278,0.1
5922,-121.78861,43.16194,0.25
4129,-121.78778,42.9925,0.1
4103,-121.78778,42.32917,0.1
1524,-121.78622,43.43084,0.01
4056,-121.78556,42.32583,0.1
5905,-121.78444,42.31528,0.1
3471,-121.78111,43.41472,0.1
4369,-121.77917,42.34472,0.1
2906,-121.77611,42.07306,11.5
868,-121.77238,43.23829,0.01
3347,-121.77083,42.08583,44.0
1845,-121.77083,42.335,0.1
5855,-121.77047,43.50245,0.1
5820,-121.77017,43.50306,0.1
1382,-121.76875,42.3928,0.1
4844,-121.7675,43.15556,0.1
960,-121.76738,43.09715,0.1
2768,-121.76722,43.04306,0.01
4960,-121.76722,42.2475,0.1
1846,-121.76667,42.19167,0.01
1842,-121.76667,42.33667,0.01
4584,-121.76639,43.03361,0.15
4121,-121.76639,43.1075,0.12
2560,-121.76444,42.33,0.2
4477,-121.76389,43.41833,0.5
4690,-121.76333,42.31194,0.1
5172,-121.76306,43.04444,20.9
2751,-121.7625,42.76389,0.1
1814,-121.76,42.30717,0.1
2102,-121.75933,43.458,0.0
875,-121.75871,44.38787,4200.0
310,-121.75746,43.09704,0.01
327,-121.75746,43.09704,0.2
1631,-121.75533,42.27116,0.01
1899,-121.75533,43.422,0.0
4532,-121.75472,44.37528,0.1
3359,-121.75389,43.49361,0.1
5846,-121.75389,42.99528,0.1
2769,-121.75278,43.04278,0.01
4359,-121.75111,42.58806,0.6
1820,-121.7485,44.26083,9400.0
305,-121.74772,43.14411,0.1
236,-121.7476,43.0827,0.15
3342,-121.74472,42.35528,0.1
3120,-121.74361,43.06556,0.1
5053,-121.74306,44.25667,24079.0
4848,-121.74306,42.28472,0.1
4101,-121.73861,42.39667,0.1
235,-121.73798,43.07901,0.2
2601,-121.73417,44.33194,0.2
4120,-121.73389,43.47139,0.01
158,-121.73328,42.57915,0.01
1844,-121.73317,42.32083,0.1
2812,-121.7325,43.49333,0.5
3193,-121.73028,42.07333,0.1
5069,-121.72722,44.38056,0.01
3582,-121.72722,43.10528,0.18
1843,-121.7245,42.31933,0.1
4740,-121.72444,42.57222,0.1
3236,-121.72444,44.37222,0.05
4355,-121.72417,42.83,0.1
2247,-121.72333,44.445,0.01
1018,-121.71933,42.38551,0.2
3553,-121.71833,45.60333,0.02
2748,-121.71778,43.48528,0.3
4360,-121.71667,42.36417,0.1
5260,-121.71639,42.29222,0.25
4119,-121.71361,43.40722,0.01
2716,-121.71222,43.39444,0.01
6094,-121.71222,42.06861,2.1
3223,-121.71056,42.05806,19.2
3571,-121.71028,44.32,0.1
2545,-121.70833,42.58222,0.01
4118,-121.70667,43.4825,0.01
5757,-121.70614,43.45384,1.75
4783,-121.70611,43.46972,0.1
2552,-121.70583,42.2775,0.1
4758,-121.70583,44.36972,0.1
1023,-121.70463,42.34649,0.01
2542,-121.70278,42.30611,0.01
3506,-121.70222,44.37306,0.6
3116,-121.70194,42.97222,0.1
2399,-121.70167,44.34314,7357.0
4531,-121.70083,44.40111,0.1
2772,-121.70028,42.51667,0.5
2367,-121.69987,42.34452,0.01
2208,-121.6978,43.06287,0.01
3127,-121.69778,44.28806,0.1
2525,-121.69639,42.26194,0.1
1489,-121.69607,43.48483,0.0
3586,-121.69556,44.17528,26795.0
237,-121.69359,42.98136,0.5
262,-121.69335,43.07164,0.1
2657,-121.69306,42.21972,0.1
3731,-121.69194,44.44917,0.1
3403,-121.69167,43.38833,0.5
2522,-121.68722,42.37167,0.1
3473,-121.68639,42.35417,0.1
3434,-121.68472,45.41556,6304.0
5558,-121.68389,42.38444,0.1
6105,-121.68306,43.03361,0.1
4312,-121.68306,42.37,0.1
2858,-121.68194,43.50917,0.01
279,-121.68093,42.39281,0.25
5763,-121.67892,44.7225,204469.0
4846,-121.67889,42.255,0.1
720,-121.67883,42.96275,0.02
1812,-121.67883,42.39217,0.1
5490,-121.67806,45.69583,0.02
3463,-121.67806,44.33861,0.1
6263,-121.67713,43.46922,0.6
1484,-121.67677,42.26632,0.1
1758,-121.67667,44.3375,0.1
1520,-121.67631,43.46668,0.1
2058,-121.676,45.66,0.01
1825,-121.674,42.38867,0.6
1585,-121.6735,43.01333,0.01
1744,-121.67083,44.32833,0.1
2527,-121.66694,42.23333,0.1
4941,-121.66639,42.12389,0.1
5567,-121.66639,42.37472,0.1
5501,-121.66389,42.37417,0.1
669,-121.6621,42.23731,0.1
1378,-121.66111,45.61894,0.02
660,-121.66104,43.56775,0.04
1526,-121.66102,43.48818,0.01
1832,-121.66,42.61,0.01
3543,-121.6575,43.44278,0.0
2555,-121.65639,42.38528,0.01
4618,-121.65417,45.50639,0.01
3479,-121.65361,42.38528,0.4
6255,-121.65278,43.47778,0.6
2896,-121.65139,43.65111,0.1
20,-121.65116,43.47754,0.01
2557,-121.64917,42.08944,0.1
1521,-121.64631,43.4992,0.01
2511,-121.64556,43.68917,0.1
6265,-121.6449,43.59719,0.6
3360,-121.64306,43.61306,0.25
3407,-121.64306,44.36889,0.1
2570,-121.64194,45.43028,3280.01
2514,-121.64028,45.54056,0.03
1715,-121.638,42.10283,2.8
4840,-121.63722,43.41167,0.2
4847,-121.63722,42.255,0.1
5682,-121.63667,43.50317,0.25
4322,-121.63639,44.43444,0.01
495,-121.63593,43.65777,0.25
3579,-121.63528,43.44667,0.1
2331,-121.63472,43.66861,0.01
5910,-121.63472,43.64972,0.1
2509,-121.63389,45.61389,0.15
3541,-121.63389,43.43111,0.0
6253,-121.63361,43.5225,0.6
4579,-121.63361,42.21028,0.1
5033,-121.63306,42.18444,3.5
4850,-121.63306,42.35111,0.1
3548,-121.63278,43.53361,0.1
1365,-121.63258,42.19364,0.01
5766,-121.6325,43.65806,0.1
6261,-121.63075,43.46347,0.6
2009,-121.63017,42.371,0.2
4372,-121.62889,42.1975,0.1
2602,-121.62889,42.35139,1.0
4849,-121.62639,42.35833,0.1
3435,-121.62639,45.46028,0.05
2688,-121.62528,43.44972,0.5
4368,-121.625,42.18917,0.18
1815,-121.62367,42.3695,0.1
1816,-121.62367,42.3695,0.1
6262,-121.62246,43.46283,0.6
1319,-121.62162,42.41597,0.01
494,-121.62128,43.53858,0.5
3129,-121.62028,43.47417,0.25
2133,-121.61783,42.12267,0.1
176,-121.6176,45.58378,0.5
4580,-121.6175,42.20417,0.1
3730,-121.61639,43.63139,0.06
4712,-121.61639,43.48083,0.25
5198,-121.61639,45.70389,0.26
2130,-121.61583,42.07333,0.1
6259,-121.61389,43.4745,0.6
2252,-121.61361,43.67667,0.25
5322,-121.61333,42.32472,0.1
859,-121.61318,42.18268,0.01
3955,-121.61139,45.63694,0.01
869,-121.61126,43.53505,0.01
496,-121.61074,43.68693,0.1
3188,-121.60944,43.59722,0.5
5732,-121.60917,43.68694,0.1
5729,-121.60797,43.5714,0.1
5780,-121.60792,43.57144,0.1
4341,-121.6075,43.60778,0.75
5730,-121.60602,43.58414,0.1
1278,-121.60601,42.51017,0.1
825,-121.60576,43.65447,0.25
5752,-121.60556,43.62556,0.1
1797,-121.605,43.65267,0.1
5760,-121.605,44.46722,4338.0
5743,-121.60389,43.63778,0.1
2540,-121.60361,42.39361,0.1
886,-121.60138,43.54219,0.2
1670,-121.60133,43.4425,0.0
4364,-121.60056,42.39056,0.1
2541,-121.6,42.51833,0.25
5668,-121.59972,42.19833,0.1
3174,-121.59694,42.15694,0.1
3343,-121.59667,45.62111,0.01
484,-121.59619,43.56412,0.0
5720,-121.59556,42.23611,0.1
2155,-121.59306,42.06556,169.0
4167,-121.59278,42.22194,0.1
5270,-121.59222,42.13639,0.1
3458,-121.59111,43.40083,0.1
562,-121.59104,43.62547,0.01
1857,-121.59083,43.52567,0.0
572,-121.59078,43.66522,0.01
2132,-121.59065,42.06502,0.1
4716,-121.59028,42.11861,0.1
4320,-121.59,44.44361,0.25
2105,-121.58972,44.47972,0.1
3575,-121.58778,44.375,0.25
429,-121.58769,43.40465,0.02
4293,-121.585,44.30639,0.01
857,-121.58419,42.22656,0.01
2873,-121.58361,44.18361,0.5
699,-121.58314,44.19046,0.01
4366,-121.58306,42.16972,0.1
3274,-121.5825,44.18806,0.65
3761,-121.58222,44.2125,0.1
2108,-121.58194,44.13167,0.25
2538,-121.58139,42.36,0.01
5738,-121.57972,44.15167,0.1
1811,-121.57917,42.27617,0.1
6231,-121.57917,42.1325,2639.0
1480,-121.5781,45.70575,0.01
965,-121.57791,44.21645,0.2
2151,-121.57767,42.06817,10.4
5739,-121.57722,44.15111,0.1
3455,-121.57722,44.16361,0.01
2689,-121.57667,43.44611,0.1
5765,-121.5756,45.1815,17404.9
4184,-121.57556,43.54083,0.01
1552,-121.57548,43.4209,0.01
3176,-121.57528,42.3525,0.1
575,-121.5732,44.17615,0.2
4641,-121.57306,42.24889,0.1
697,-121.57296,44.20512,0.1
3552,-121.57278,45.70389,0.01
43,-121.5722,43.5497,0.0
2536,-121.57167,42.3975,0.01
1512,-121.57161,44.45583,9.7
5502,-121.57028,44.13222,0.01
5063,-121.56944,44.19722,0.1
2691,-121.56917,43.43056,0.25
1711,-121.56883,42.18883,0.01
4479,-121.56806,43.42194,0.1
5324,-121.5675,44.29778,0.01
3105,-121.56722,42.96222,0.01
4654,-121.56661,43.54419,0.01
5840,-121.56639,45.52528,0.1
3756,-121.56639,43.6625,0.15
6096,-121.56472,44.17917,0.1
166,-121.56319,44.16154,6.82
324,-121.56306,43.67976,0.01
540,-121.56268,42.31654,0.01
5746,-121.56222,44.20056,0.01
5488,-121.56222,44.51639,0.01
2152,-121.56,42.09167,0.1
2141,-121.55967,42.3095,0.1
2146,-121.55867,42.31733,0.2
4845,-121.5575,42.43389,0.1
2147,-121.5534,42.3277,0.01
3214,-121.55306,42.43417,0.01
5046,-121.55306,44.13361,0.01
877,-121.55228,42.55022,2544.0
5598,-121.55194,43.725,0.02
2551,-121.55139,42.5225,0.01
4799,-121.55139,44.19472,0.01
3270,-121.54694,44.43583,0.1
5519,-121.54528,44.46222,0.1
2145,-121.54483,42.303,0.1
4943,-121.54444,42.31528,0.1
3733,-121.54417,44.45472,0.25
2160,-121.54337,42.33152,0.1
2243,-121.54306,44.15417,0.05
6191,-121.5425,44.39722,0.12
1542,-121.54139,44.40197,0.1
969,-121.54106,44.48498,0.25
3119,-121.54056,42.44194,0.1
5171,-121.54,44.29722,0.1
431,-121.53987,43.15432,0.01
2879,-121.53861,42.32333,0.01
4852,-121.53833,42.35167,0.1
2157,-121.53823,42.26053,0.1
113,-121.53822,42.18977,0.1
698,-121.53797,44.15797,0.2
5486,-121.53778,44.13639,0.1
2554,-121.53667,42.335,0.25
40,-121.53658,44.3184,0.01
2796,-121.53639,44.1525,0.1
3239,-121.53583,44.18861,6037.36
2883,-121.53556,44.50167,0.05
4910,-121.53347,43.41667,0.1
6067,-121.53306,42.34667,0.25
3959,-121.5325,42.24056,0.1
3224,-121.53194,42.28278,0.1
4648,-121.53083,43.76556,0.01
6260,-121.52936,43.42875,0.6
2440,-121.52889,44.18722,0.1
1491,-121.52854,43.40469,0.01
1506,-121.52791,44.15806,0.01
2738,-121.5275,44.47,3.0
5411,-121.52722,44.15222,0.01
4203,-121.52694,42.19278,0.2
2603,-121.52639,44.39667,0.25
436,-121.52579,44.50695,0.6
1808,-121.52533,44.43617,0.19
2381,-121.525,43.71972,0.01
1698,-121.524,42.50467,0.1
4801,-121.52361,43.44083,0.66
6194,-121.52361,44.50233,0.1
6045,-121.52333,42.17639,0.1
2770,-121.52333,42.28389,0.1
6022,-121.5225,44.41472,0.01
3177,-121.52194,42.35833,0.1
2648,-121.52194,44.16722,0.42
5492,-121.52111,44.10806,0.01
1713,-121.52083,43.68983,0.01
3792,-121.51917,42.37278,0.1
5903,-121.51833,44.09,0.01
2134,-121.5165,42.21515,0.1
2732,-121.51611,44.4275,1745.34
3319,-121.51583,44.46611,0.1
2535,-121.515,42.51667,0.01
326,-121.51425,43.72724,0.01
4800,-121.51417,44.51306,5.9
5675,-121.51417,44.30278,0.01
663,-121.51126,44.35496,0.25
4944,-121.50944,42.33611,0.1
3211,-121.50889,42.18333,0.25
4588,-121.50722,42.18417,0.13
45,-121.50608,44.3113,0.01
1549,-121.50601,44.28956,0.01
522,-121.50589,44.28231,0.5
1776,-121.505,44.276,0.1
1017,-121.50412,42.37108,0.01
2406,-121.50183,43.23519,0.02
3151,-121.50167,42.53167,0.1
1178,-121.5009,44.23869,0.1
6254,-121.50028,43.44806,0.6
5175,-121.5,44.3125,1.0
470,-121.49942,43.75615,0.01
4798,-121.49833,43.48861,0.1
1497,-121.49812,44.1184,0.1
5669,-121.49672,43.42933,0.1
4243,-121.49639,42.315,0.71
2957,-121.49583,44.08083,0.02
5827,-121.49583,44.45472,0.1
1287,-121.49558,44.11661,0.1
2586,-121.49556,44.21194,0.1
3030,-121.49472,43.82639,0.05
5679,-121.49472,44.47361,0.02
5497,-121.49417,45.69806,0.01
3470,-121.49278,43.53833,0.1
3112,-121.49222,42.17,0.1
6066,-121.49194,42.50694,0.1
3369,-121.49167,44.44222,0.03
41,-121.49092,44.30411,0.01
1702,-121.49033,44.50433,0.02
4314,-121.49,44.16667,3.0
5408,-121.48917,44.24333,0.1
608,-121.48855,42.52462,2.0
1519,-121.4879,44.13655,3.2
596,-121.48575,44.2241,0.01
5178,-121.48472,43.81806,0.01
3568,-121.48389,44.2825,0.01
5731,-121.48306,44.36056,0.1
4816,-121.48306,44.4875,2094.0
4204,-121.48306,44.26528,0.1
6251,-121.48222,43.45389,0.6
5842,-121.48028,45.58222,0.1
1462,-121.47977,45.68757,94.93
2799,-121.47889,44.46056,0.5
3573,-121.47861,44.14472,0.1
1911,-121.47783,44.12917,0.01
3408,-121.47694,44.33278,0.01
2690,-121.47611,43.49028,0.1
6025,-121.47583,44.4835,0.25
3508,-121.47472,44.3275,0.1
2553,-121.47306,42.50306,0.1
1169,-121.47274,44.07133,0.25
1742,-121.472,44.28933,0.01
819,-121.4707,44.34053,0.2
713,-121.47035,44.62344,23573.0
4207,-121.47028,44.31694,0.01
1308,-121.46996,42.35336,0.01
4668,-121.46944,44.42139,0.25
1395,-121.46937,43.61487,0.02
1527,-121.46929,43.54944,0.01
1377,-121.46785,44.13651,0.1
6075,-121.46778,42.52194,0.12
5543,-121.4675,44.06833,0.01
5515,-121.46673,44.15027,0.1
3592,-121.46639,43.79528,0.02
3031,-121.46611,42.75667,0.1
3570,-121.465,44.31389,0.1
593,-121.46434,42.51701,0.1
4253,-121.46361,43.80944,0.01
3170,-121.46361,43.56528,0.1
6100,-121.46333,44.34694,0.01
2731,-121.46306,44.40139,180.51
4006,-121.46222,43.14917,0.1
1541,-121.46215,44.08212,0.04
3732,-121.46194,44.34833,10.6
4723,-121.46169,43.45594,0.01
4042,-121.46167,43.28944,0.01
473,-121.45974,42.46964,0.1
1771,-121.4595,44.34217,0.1
1751,-121.4595,44.373,0.01
3587,-121.45806,44.3725,0.2
335,-121.45805,42.09494,0.01
3230,-121.45722,42.14444,0.25
1048,-121.45706,43.47458,0.75
4638,-121.45694,44.44417,0.08
3969,-121.45528,42.09028,0.1
643,-121.45511,42.3822,0.2
5329,-121.45444,44.41611,0.01
1787,-121.45367,43.45,0.01
1966,-121.453,42.5245,2.2
